pc1,pc2
1625.37210584624,18.9389425673665
1634.38010604785,-3.08462717461234
1631.75847148944,1.00085160524238
1624.95654769121,-3.65692006300557
1621.94179452643,1.85393541154598
1628.80288543223,4.02070256301397
1630.2552495143,-0.614399256999942
1634.26464620588,4.38963604263847
1643.53258456043,3.48378947972768
1646.68823457991,0.696146611267206
1660.20212612832,10.0499034090244
1701.36211260096,22.1451394693861
1702.59206541324,-4.69336958009067
1699.44631155006,2.53414781194544
1707.63501183546,4.32730517401819
1711.1313648502,3.56736051693064
1735.16183420639,15.9013302170691
1739.65256209937,-2.10889027260236
1720.03413792977,-1.3231360717682
1719.7246978968,2.89055319823432
1710.79705938567,-4.49711306237349
1707.55114957127,3.42338084126424
1709.78715917319,1.11986078166697
1709.64616282959,0.164151770383583
1710.71643792515,2.62374535157757
1710.91371700385,-0.507823299641121
1712.989537542,2.44094350214701
1709.60038544418,-2.53353224409592
1701.52845808994,-1.68952989000912
1687.96434878626,-3.36336325900922
1684.73135407503,0.826690851123471
1679.10124133677,-1.83597578640886
1684.82519316366,5.75590366494991
1689.47251857001,0.236946252158
1686.0433064992,-1.16261169406003
1691.15809527383,4.27248865765431
1702.01988775488,5.40201558856726
1707.30573563289,1.07852223680893
1702.17240008593,3.47492634735103
1709.97648377041,1.40390624409646
1703.46718999534,-2.15577557748905
1701.18416585075,0.843723683356912
1703.17844574746,1.12741380720183
1704.12142970387,0.19887059753761
1710.999968292,4.70440185203142
1709.46895985733,-1.4485629668669
1706.52008952719,0.498600132800687
1700.95373625346,-2.15339104579699
1695.94153951374,-0.381490719209082
1696.87906985109,0.709879997322212
1699.65171076543,1.60260160250438
1691.89386748093,-3.8649757119531
1689.95387299623,2.36721304539844
1692.97788537142,0.853714273502405
1691.80253244944,-0.521293650093289
1691.51736035378,0.485625619780417
1689.0952835107,-1.23519821895705
1670.26437381277,9.74074884486234
1686.34907074091,-1.18125457961093
1675.61614441466,-3.61862981833826
1674.95694161716,3.1295352127778
1677.91174296159,0.521089345863279
1676.98286739468,-1.05708015680807
1673.85710599547,-0.975441325211831
1669.45161378323,-1.61926295959992
1670.52686909361,1.97573127159943
1667.66299241397,-1.66521602821682
1658.93931433749,-1.92858066483247
1653.43615112458,-1.09292123842064
1638.87578551997,-4.52601147414339
1621.97687326764,-3.10335525090145
1628.41318723195,8.22656334181363
1632.85650875964,-1.15730298289633
1622.51122099081,-3.50849946488812
1621.85645358644,3.04509436126354
1612.02946616034,-3.9984038402249
1603.31895419746,-1.37004462856256
1593.97403802273,-4.08333537997338
1578.8795564179,-1.98405193912865
1583.5360602336,2.56614929143235
1568.85567235661,-5.66272154909518
1548.63369067635,-5.2405498416033
1527.87918070391,-5.43678920908882
1499.08719977736,-6.92876763200559
1510.77807517232,17.1594532143001
1511.4062227613,-6.92194579309149
1447.94387873286,-21.195362437035
1359.78399961461,-18.349835708017
1298.0599192531,22.5626316384072
1334.60712531267,30.3587566665296
1385.22463877293,17.589190060809
1370.74620663949,-9.05287213274654
1378.49677093149,13.8816951795775
1381.1857069592,-4.01318919319241
1433.99368448992,44.0548442011524
1513.67397906058,33.6983391114109
1493.86519402667,-15.8361215583477
1475.31109624808,2.21157076782733
1463.14323428837,10.5830565856769
1498.32261898967,14.3097978429105
1494.56545794969,-7.94559148554358
1474.47531707028,-0.908983687395359
1473.02837100353,-1.46796514499944
1485.36788845467,9.83587934014279
1503.62710848314,4.8376673236995
1497.69604415052,-1.99234344424657
1498.09002335155,1.79904706067635
1500.20564675471,0.383651306161033
1506.55535836323,3.30702687333123
1496.79504586557,-5.68745094757933
1446.14321569362,-13.3139722358236
1423.97794360026,-2.62758947157099
1424.19728512067,3.1188719014385
1404.71265122203,-9.88118095669519
1381.41191306773,-4.32207044483984
1400.48553405357,15.9524981587451
1419.3268042127,2.53994996317577
1412.61144904105,1.75224847782419
1415.17083957608,-0.88003545010271
1376.82084048716,-15.7798122115666
1345.09893790404,-2.97228161096601
1343.30050145098,0.462334611337015
1319.75136811993,-10.7558343743138
1294.88207160675,-1.93887730322748
1292.23105359739,0.508100005063105
1244.53340340974,-21.6970726005297
1242.64301704953,23.7995126613454
1253.36936366615,-0.342087968770342
1238.34760049695,-3.8476310888043
1204.60613466507,-14.1449251296616
1204.19263197452,9.28924034156863
1205.52766660373,-1.5279152452674
1191.76720247188,-5.89040288032701
1190.67884382254,1.59600313517528
1219.59817748327,18.9840049930886
1243.03400843833,4.88196370707935
1242.51465112245,0.393145411213618
1236.74874624191,-4.41884268440215
1214.32958722081,-6.55822199374655
1206.81161494978,-1.55566835591006
1262.5490451752,39.1062633090103
1285.40136598687,-4.12140623567874
1276.09849249818,1.16814811138903
